20180719101135c8bc3b63_1766_4c37_ae7c_cba932d17244,a88635f6e5413e4bbe3b47cfaf8b0b6f,1531966295,1531971336,"ClusterInfo": ""
20180719130548adf2c955_c18f_476f_8fcf_33258b5d99e0,0bbe0d2b5f822e8a0993940b13ec9ae5,1531976748,1531976819,"ClusterInfo": ""
201807191450181f307309_7f28_42e3_81ff_c5e445fd7f62,6d78f66a095a728ea48b204354a92c74,1531983019,1531993463,"ClusterInfo": ""
20180719141930f332bedc_f8d1_4860_ab0b_a22f9d6b73fe,a38d96ceebb86ee0f57ccdb1a7cfcd26,1531981170,1531981819,"ClusterInfo": ""
20180719134630599474eb_84ff_4840_ac0a_e77ab01537f2,025760f6dee6b1e18ed22e348bfb4b2c,1531979190,1531986524,"ClusterInfo": "{"ps":{"count":1},"worker":{"count":3, "cpu":1500, "gpu":33}}"
20180719110218ef0edd6f_db83_4908_abb0_2c7c02369b37,6f4e822886293997b4e37ec6fb2f90d4,1531969338,1531998592,"ClusterInfo": "{"ps":{"count":40,"cpu":500,"memory":20000},"worker":{"count":21,"cpu":500,"memory":30000}}"
201807191448414e4f2342_228b_42ab_bc5e_3e041401c5fe,b4ed40fa60249913d98e26ee009f0530,1531982921,1531985484,"ClusterInfo": "{"ps":{"count":1},"worker":{"count":6, "cpu":1500, "gpu":33}}"
20180719155901703ac016_31f3_48e7_93aa_31fe8319612b,5fd9dd7b96b78117abf4dada200b8c4d,1531987141,1531987193,"ClusterInfo": ""
201807191305129c56f46c_bec0_4871_8d6c_d5fc6d5e1c6c,223b198be3be1512597a4416221be3c0,1531976712,1531978594,"ClusterInfo": "{"ps":{"count":1},"worker":{"count":8}}"
20180719123534d4b59a63_7279_409d_ba17_e85bb423b205,a333eb694dcb9c0035c8b456c938da89,1531974935,1531978334,"ClusterInfo": ""
2018071911032362ce6627_a1bf_494f_b53a_d23374de8e5c,3f965f3611afde782573ff953ec6549c,1531969403,1531970156,"ClusterInfo": ""
20180719154104117e5845_042c_4f42_b1cd_ffca61ed81f4,3608b7d16fae3350dbe7ae513cbcc1a7,1531986065,1531987461,"ClusterInfo": ""
2018071913365523d40418_40e1_4889_b088_f36eb81d0baf,6debe382250228397ef6c5b87182069e,1531978616,1531979895,"ClusterInfo": "{"ps":{"count":1},"worker":{"count":8}}"
201807191054022477a1a4_cdbb_4141_a533_97d44199eab4,47b0f136cef06e6a8eea75e882d3b9d1,1531968842,1531973095,"ClusterInfo": "{"ps":{"count":1},"worker":{"count":3,"gpu":50,"cpu":2000}}"
201807190729429bdd16d9_fcb7_4d92_a9cd_4cfe09fae426,88f95635d78d532e2f8c9957048e13b9,1531956582,1531959066,"ClusterInfo": "{"ps":{"count":2},"worker":{"count":3}}"
20180719102611fc94721d_1663_4884_9164_469ad9d2a2e0,ddaa65fa87082363cc9f520f3807ae8e,1531967171,1531967939,"ClusterInfo": ""
20180719141642b19cc828_f0c9_4440_8f7e_7a86af720389,b64683e093a37df6aa12fd62c54e217b,1531981003,1531993463,"ClusterInfo": ""
201807191558450be92b0f_f24f_40fe_91a3_d6a72051cba9,bedc554de8348f743e0405300971b336,1531987125,1531988508,"ClusterInfo": "{"ps":{"count":1},"worker":{"count":3, "cpu":2300}}"
