2018063014313821d260f9_2608_48ae_848e_6c40b9b5b67c,1698eb5f117a0c92bb28383a274bd3e9,1530340299,1530345902,"ClusterInfo": "{"ps":{"count":1},"worker":{"count":3}}"
20180630105033c5e03450_37e3_4b71_8b1a_d35f9a5ac184,39b0579537bb576516cc9f97bacc7d71,1530327034,1530365103,"ClusterInfo": ""
20180630133155f11495d6_3fc3_4d27_b463_2f025e1823ca,2f25e56a3c796b3ffe5064b3dc263571,1530336715,1530353158,"ClusterInfo": ""
201806301030180b8094f9_d6fd_427b_8cb1_03b2a3c92e05,910b3c7bb361e925805b128eaa949885,1530325819,1530326410,"ClusterInfo": "{"ps":{"count":1, "cpu":600, "memory":5000},"worker":{"count":1, "cpu":500, "memory":5000}}"
2018063010445758f759e8_a13a_4b5b_b9d8_36b14156da27,83da9cd167891681c855951d12da0e45,1530326697,1530327188,"ClusterInfo": ""
2018063008533214cae02a_8cab_4548_b293_737aeb20ddaf,1bb71a51722ee2c1870cc54a79d3f801,1530320012,1530330600,"ClusterInfo": "{"ps":{"count":1},"worker":{"count":3}}"
20180630042632cfa6a4bc_9461_4e5c_b4ea_7e6197d8cc9d,655d1f61db7540860c2195b48851551d,1530303992,1530304125,"ClusterInfo": ""
201806301134212c031ff4_1117_44c8_bc98_0ba603a48d04,134ceb4003a20958a5c4ccc63963f8c8,1530329661,1530330734,"ClusterInfo": ""
201806300852334e8f99fb_2ffb_4873_804e_48bbaa074fd8,523d675158cd78346ba62670cb7d8783,1530319953,1530329949,"ClusterInfo": "{"ps":{"count":1},"worker":{"count":3}}"
2018063000284571deb061_91c3_4757_84c9_ce2565c8c253,6ae60443ee9c095086d5fbe1fe2ee9b8,1530289725,1530371896,"ClusterInfo": ""
20180630074012622d2e77_2b0d_4ed8_a80c_34e37d34ec2e,fbe40f112ac70450bbcb8730fddca409,1530315612,1530321414,"ClusterInfo": ""
20180630041800f1fe112f_aa50_48bd_a097_eef5babdb38a,655d1f61db7540860c2195b48851551d,1530303480,1530303612,"ClusterInfo": ""
20180630085847ce313c44_8554_4e11_8080_0af294d7fb1a,80265c93bf890462232e25e1109c37d2,1530320327,1530323711,"ClusterInfo": ""
20180630095813f017f1c6_57d2_4e98_ae3d_a033d7add772,86db15f14f690255e151c3157ecfffb3,1530323894,1530324368,"ClusterInfo": "{"ps":{"count":2},"worker":{"count":1}}"
201806300420525783ff26_1003_4788_baab_f395f17c8ace,655d1f61db7540860c2195b48851551d,1530303652,1530303780,"ClusterInfo": ""
201806300149316be9afca_5155_419e_a427_e4898887ae96,ce94575abc5385e19dad5b9dbf760c55,1530294572,1530298638,"ClusterInfo": ""
201806300148066a64a99e_5edf_4fe4_a8b8_d31a5094df87,324fbbf374a4b9c2569c3968be80221c,1530294487,1530303749,"ClusterInfo": "{"worker":{"count":5,"cpu":2000,"memory":5000}, "ps":{"count":5,"cpu":2000,"memory":5000}}"
201806300852332041e690_6e83_4f90_8f82_5cae90e0fa5a,a75ed00e43df6e7c060f4a1f68587292,1530319953,1530321834,"ClusterInfo": "{"ps":{"count":1},"worker":{"count":3}}"
2018063011214457eece3f_b1c3_4058_8899_c8ea406e9ec0,cf5ecfeb7c4654afd5ffa68d34cd9220,1530328905,1530332749,"ClusterInfo": ""
20180630101313c00695e6_d178_47f0_8ef1_e90ad8fd684d,9dece0e2acfe0f9065cf911a5e659861,1530324794,1530343431,"ClusterInfo": "{"ps":{"count":2},"worker":{"count":2}}"
